smiles,pchembl
Br.CNCCc1ccc(O)c(NS(C)(=O)=O)c1,7.6
Brc1ccc2c(-c3c[nH]c(-c4c[nH]c5ccccc45)n3)c[nH]c2c1,6.26
Brc1ccc2c(-c3nc(-c4c[nH]c5ccccc45)c[nH]3)c[nH]c2c1,6.11
Brc1cccc2c1OCC=C2c1c[nH]cn1,7.49
Brc1cccc2c1OCCC2c1c[nH]cn1,8.59
C/C=C1/CN2CC[C@]34C(=C(C(=O)OC)[C@H]1C[C@H]23)Nc1ccc(Br)cc14,6.0
C/C=C1/CN2CC[C@]34C(=C(C(=O)OC)[C@H]1C[C@H]23)Nc1ccc(I)cc14,6.05
C1=C(N2CCNCC2)c2nccn2Cc2ccccc21,8.4
C1=CC2(CCN(CCc3cccc4ccccc34)CC2)Oc2ccccc21,7.15
C=CCN(CC=C)CCc1c[nH]c2ccc(Br)cc12,6.2
C=CCN(CC=C)CCc1c[nH]c2ccc(Cl)cc12,6.28
C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,6.22
C=Cc1sc2ccc(Cl)c3c2c1CN(C)CC3,7.44
CC(=O)C1(c2ccccc2)CCN(CCCNC(=O)C2=C(C)NC(C)=C(C(N)=O)C2c2ccc([N+](=O)[O-])cc2)CC1,7.57
CC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCN(c3ccccc3C(N)=O)CC2)C1c1cc(F)c(F)c(F)c1,9.4
CC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCN(c3ccccc3C(N)=O)CC2)C1c1ccc(F)c(F)c1,9.15
CC(=O)C1=C(C)NC(C)=C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1ccc([N+](=O)[O-])cc1,8.93
CC(=O)C1=C(C)NC(C)=C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1ccc2c(c1)OCO2,8.05
CC(=O)CC(=O)NCCCN1CCC(c2ccccc2)(c2ccccc2)CC1,7.0
CC(=O)N1C(=O)N(C)C(C)=C(C(=O)NCCCN2CCC(c3ccc(F)cc3)CC2)[C@H]1c1ccc(F)c(F)c1,8.66
CC(=O)c1c(-c2ccccc2)nn(C)c(=O)c1NCCN1CCN(c2ccccc2Cl)CC1,9.52
CC(=O)c1c(-c2ccccc2)nn(C)c(=O)c1NCCN1CCN(c2ccccc2F)CC1,9.49
CC(=O)c1ccc(N2CCN(CCc3ccc(CN4C(=O)c5ccccc5C4=O)cc3)CC2)cc1,7.85
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,8.52
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,6.8
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,8.35
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,6.35
CC(C)(C)OC(=O)c1ccccc1NCC1=NCCN1,8.1
CC(C)(C)c1ccc(C2=NCCN2)cc1,7.04
CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1,9.21
CC(C)=CCOc1ccc(Cl)c2c1CCN(C)CC2,7.48
CC(C)C(=O)NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=C(O)C(F)(F)F,8.4
CC(C)C(=O)Nc1cccc(C2CCN(Cc3ccc(Oc4ccc(F)c(F)c4)cc3)CC2)c1,6.7
CC(C)C(C(=O)NCCCN1CCC(C#N)(c2ccccc2)CC1)c1ccccc1,7.14
CC(C)C1=C(C(N)=O)C(c2ccc([N+](=O)[O-])cc2)C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)=C(C(C)C)N1,7.27
