smiles,pchembl
Br.CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,7.1899999999999995
Brc1cc(CO/N=C2\CN3CCC2CC3)on1.Cl,6.04
C#C/C(C)=C/CO/N=C1\CN2CCC1C2,6.33
C#C/C(C)=C\CO/N=C1/CN2CCC1C2,7.52
C#C/C(C)=C\CO/N=C1\CN2CCC1C2,6.859999999999999
C#CCCCCCCN1CCC(COC(=O)Nc2ccc(F)cc2-c2ccc(F)c(Cl)c2)CC1,9.19
C#CCCCCCCN1CCC(OC(=O)Nc2ccc(F)cc2-c2ccc(F)c(Cl)c2)CC1,9.2
C#CCCCCCN1CCC(COC(=O)Nc2ccc(F)cc2-c2ccc(F)c(Cl)c2)CC1,8.89
C#CCCCCCN1CCC(OC(=O)Nc2ccc(F)cc2-c2ccc(F)c(Cl)c2)CC1,8.7
C#CCO[C@H]1CN2CCC1CC2,6.09
C#CCO[C@H]1C[C@H]2CC[C@@H](C1)N2C[C@@H](C)Cn1ncc2ccc(OC)cc21,8.0
C#CCO[C@H]1C[C@H]2CC[C@@H](C1)N2C[C@@H](C)Cn1ncc2ccccc21,8.0
C#CCOc1noc2c1CNCCC2,6.85
C(#Cc1ccccc1)COc1nsnc1C12CN3CC1C2C3,7.15
C(#Cc1ccccc1)COc1nsnc1C1CN2CCC1CC2,7.8
C(#Cc1ccccc1)COc1nsnc1[C@@H]1CN2CCC[C@H]1C2,7.55
C(#Cc1ccccc1)COc1nsnc1[C@@H]1CN2CC[C@H]1C2,7.17
C(#Cc1ccccc1)COc1nsnc1[C@H]1CN2CCC1C2,9.0
C(#Cc1ccccc1)COc1nsnc1[C@H]1CN2CCC[C@H]1C2,9.3
C(#Cc1ccccc1)COc1nsnc1[C@H]1CN2CC[C@@H]1C2,6.8
C(#Cc1ccccc1)CSc1nsnc1C12CN3CC1C2C3,7.21
C(#Cc1ccccc1)CSc1nsnc1[C@@H]1CN2CCC[C@H]1C2,9.0
C(#Cc1ccccc1)CSc1nsnc1[C@H]1CN2CCC[C@H]1C2,9.7
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(-c3ccccc3)cc1)[C@H](O)C2)N(C)Cc1ccc(F)cc1,7.64
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)N(C)CCc1ccc(F)cc1,7.09
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)N(C)Cc1ccc(F)cc1,6.81
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)N(C)c1ccc(F)cc1,6.93
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)NCCc1ccc(F)cc1,6.74
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)NCc1ccc(F)cc1,7.68
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)NCc1cccc(F)c1,7.32
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)NCc1ccccc1F,7.06
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)Nc1ccc(F)cc1,7.29
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(C(F)(F)F)cc1)[C@H](O)C2)N(C)Cc1ccc(F)cc1,7.44
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(C)cc1)[C@H](O)C2)N(C)Cc1ccc(F)cc1,7.3
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Cl)cc1)[C@H](O)C2)N(C)Cc1ccc(F)cc1,7.51
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(F)cc1)[C@H](O)C2)N(C)Cc1ccc(F)cc1,6.41
C/C(C#Cc1ccc(C)cc1)=C/CO/N=C1/CN2CCC1C2,7.08
C/C(C#Cc1ccc(C)cc1)=C/CO/N=C1\CN2CCC1C2,7.98
C/C(C#Cc1ccc(Cl)c(Cl)c1)=C\CO/N=C1\CN2CCC1C2,6.4
C/C(C#Cc1ccc(Cl)cc1)=C/CO/N=C1/CN2CCC1C2,7.54
C/C(C#Cc1ccc(F)cc1)=C/CO/N=C1/CN2CCC1C2,7.32
C/C(C#Cc1ccc(F)cc1)=C/CO/N=C1\CN2CCC1C2,7.68
C/C(C#Cc1ccc(F)cc1)=C\CO/N=C1/CN2CCC1C2,6.81
