smiles,pchembl
Br.Br.COc1cc(F)ccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,8.22
Br.CN1CCc2ccccc2Cc2cc(O)c(O)cc2CC1,6.78
Br.CN1CCc2ccccc2Cc2ccc(O)cc2CC1,7.95
Br.COc1c(Cl)cc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)cc1Cl,7.8
Br.COc1cc(Cl)ccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,8.52
Br.COc1ccc(Cl)cc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,8.05
Br.COc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)cc1,7.14
Br.COc1ccc([C@H]2C[C@@H]2CN2CCN(c3ccc(Cl)cc3Cl)CC2)cc1,7.35
Br.COc1cccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c1,7.43
Br.COc1ccccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,8.52
Br.Cc1cc(Cl)ccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,7.51
Br.Cc1cc(F)ccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,7.17
Br.Cc1ccc(N2CCN(CC3CC3c3ccccc3)CC2)c(C)c1,8.15
Br.Cc1ccc(N2CCN(C[C@@H]3C[C@H]3c3ccccc3)CC2)c(C)c1,7.994999999999999
Br.Cc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c(C)c1,7.77
Br.Clc1cc(Cl)cc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c1,6.79
Br.Clc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c(Cl)c1,8.05
Br.Clc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)cc1,8.3
Br.Clc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)cc1Cl,8.0
Br.Clc1cccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c1,7.07
Br.Clc1cccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c1Cl,8.05
Br.Clc1ccccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1,8.1
Br.Fc1ccc([C@H]2C[C@@H]2CN2CCN(c3ccc(Cl)cc3)CC2)cc1,7.52
Br.Fc1ccc([C@H]2C[C@@H]2CN2CCN(c3cccc(Cl)c3)CC2)cc1,7.54
Br.Fc1ccc([C@H]2C[C@@H]2CN2CCN(c3ccccc3Cl)CC2)cc1,8.0
Br.Oc1ccc([C@H]2C[C@@H]2CN2CCN(c3ccc(Cl)cc3Cl)CC2)cc1,7.37
Br.c1ccc(N2CCN(CCCCCNC3=Nc4ccccc4OC3)CC2)cc1,7.28
Br.c1ccc2c(c1)N=C(NCCCCCN1CCN(c3ccc4ccccc4n3)CC1)CO2,6.9
Brc1cc(Br)c2[nH]c(CN3CCN(c4ccccn4)CC3)nc2c1,6.38
Brc1ccc(-[n+]2cc[n+](Cc3ccccc3)cc2)c2cc[nH]c12,8.59
Brc1ccc(Cc2cn(C3CCN(Cc4ccccc4)CC3)nn2)cc1,8.22
Brc1ccc(N2CCN(Cc3ccccc3)CC2)c2cc[nH]c12,8.59
Brc1ccc(NCCN2CCN(CCc3c[nH]c4ccccc34)CC2)cc1,7.7
C#CC1=CCC(N(CCC)CCC)CC1,7.095
C#CC1=CCC(N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,8.37
C#CC1=CCC(N(CCC)CCCCn2cc(-c3ccc(-c4ccccc4)cc3)nn2)CC1,6.72
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,8.32
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cc3ccccn3n2)CC1,6.96
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,7.74
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1,7.52
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1,7.52
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cnn3ccccc23)CC1,7.66
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,8.28
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccn3n2)CC1,7.43
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,7.73
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1,6.75
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1,7.23
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cnn3ccccc23)CC1,7.85
C#CCOc1ccc(NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)c(-c2ccccc2)c1,8.46
C#Cc1c[nH]c(CN2CCN(c3ccccc3)CC2)c1,8.475000000000001
C#Cc1cc(C(=O)N[C@@H]2CCN(Cc3ccccc3)C2)c(OC)c2ccccc12,8.375
C#Cc1cc(CN2CCN(c3ccccc3OC)CC2)c2cccccc1-2,8.02
C#Cc1ccc(C(=O)NCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,7.16
C#Cc1ccc(C(=O)NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,6.92
C#Cc1ccc(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)cc1,6.96
C#Cc1ccc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,8.1
C#Cc1ccc2c(c1)CCN(CCCCN1CCN(c3ccccc3OC)CC1)C2=O,8.39
C#Cc1ccc2cc(C(=O)NCCCCN3CCN(c4ccccc4OC)CC3)sc2c1,6.82
C#Cc1ccc2sc(C(=O)NCCCCN3CCN(c4ccccc4OC)CC3)cc2c1,7.51
C#Cc1cccc(C(=O)NCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,7.0
C#Cc1cccc(C(=O)NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,7.4
C#Cc1cccc(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)c1,7.8
C#Cc1cccc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,9.35
C#Cc1cccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)c(C)nn12,8.82
C#Cc1cccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)cnn12,8.915
C#Cc1cccn1C1CCN(Cc2ccccc2)CC1,6.03
C(#Cc1c[nH]c(CN2CCN(c3ccccc3)CC2)c1)c1ccccc1,7.08
C(#Cc1cccnc1)CCN1CC=C(c2ccccc2)CC1,6.17
C(#Cc1ccncc1)CCN1CC=C(c2ccccc2)CC1,6.24
C(=C/c1cc(CCCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)on1)\c1ccccc1.Cl,6.22
C(=C/c1cc(CCCCN2CCN(c3ccccc3)CC2)on1)\c1ccccc1.Cl,6.46
C/C=C1/c2ccccc2C=C(N2CCN(C)CC2)c2ccccc21,6.52
C1=C(/C=C/c2ccccc2)CCN(CCc2c[nH]c3ncccc23)C1,8.19
C1=C(/C=C/c2ccccc2)CCN(CCc2cc3ccc[nH]c-3n2)C1,7.52
C1=C(c2ccccc2)CCN(CCc2c[nH]c3ncccc23)C1,7.47
C1=C(c2ccccc2)CCN(C[C@@H]2CCC=C(c3ccccc3)C2)C1,7.04
C1=C(c2ccccc2)CCN(Cc2ccn(-c3ccccc3)c2)C1,8.4
C1=C(c2ccccc2)CCN(Cc2cn(-c3ccccc3)nn2)C1,8.49
C1=C(c2ccccc2)CCN(Cc2cnn(-c3ccccc3)c2)C1,8.25
C1=C(c2ccccc2)CCN(Cc2nc3ccccc3[nH]2)C1,6.64
C1=C(c2ccccn2)CCN(Cc2nc3ccccc3[nH]2)C1,7.96
C1=C(c2nc3ccccc3[nH]2)CCN(Cc2ccccc2)C1,7.03
C1=C(c2nc3ccccc3o2)CCN(Cc2ccccc2)C1,7.01
C1=C(c2nc3ccccc3s2)CCN(Cc2ccccc2)C1,8.3
C=C(C)CN(NC(=O)NCCCN1CCN(c2ccccc2OC)CC1)c1ccc(OC)cc1,7.19
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)c2c1OCC2,6.3
C=C1c2ccccc2C=C(C2=CCN(C)CC2)c2ccccc21,6.48
C=C1c2ccccc2C=C(N2CCN(C)CC2)c2ccccc21,7.33
C=CC(=O)Nc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)C2)cc1Cl,8.89
C=CCN(NC(=O)NCCCN1CCN(c2ccccc2OC)CC1)c1ccc(OC)cc1,7.21
C=CCN1CC=C(C2=Cc3ccccc3Cc3ccccc32)CC1.Cl,7.22
C=CCN1CC=C(C2=Cc3ccccc3Oc3ccccc32)CC1.Cl,7.43
C=CCN1CCC[C@H]1CNC(=O)c1cc(Br)cc(OC)c1OC,6.68
C=CCN1CCC[C@H]1CNC(=O)c1cc(I)cc(OC)c1OC,6.6
C=CCN1CCC[C@H]1CNC(=O)c1cc(I)ccc1OC,6.2
C=CCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,6.46
C=C[C@@H]1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,8.3
C=Cc1ccc(C(=O)NCCCCN2CCCN(c3ccccc3OC)CC2)cc1,6.14
C=Cc1cccc(C(=O)NCN2CCC(c3cccc[n+]3[O-])CC2)c1,7.17
CC#CC1=CCC(N(CCC)CCCCn2cc(C)nn2)CC1,7.0
CC(=O)NC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,6.46
CC(=O)Nc1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1,6.5
CC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,8.03
CC(=O)c1ccc(Cl)cc1OCC1CN(Cc2ccc(Cl)cc2)CCCO1,8.26
CC(C(=O)N1CCc2ccccc21)N1CCN(Cc2ccc(Cl)cc2)CC1,6.55
CC(C)(C)C(=O)NCCCCCN1CCN(c2ccc(Cl)cc2)CC1,6.9
CC(C)(C)C(=O)NCCCCN1CCN(c2ccc(Br)cc2)CC1,7.5
CC(C)(C)C(=O)NCCCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1,7.3
CC(C)(C)C(=O)NCCCCN1CCN(c2ccc(Cl)cc2)CC1,7.9
CC(C)(C)C(=O)NCCCCN1CCN(c2ccc(F)cc2)CC1,6.9
CC(C)(C)C(=O)NCCCCN1CCN(c2cccc(Cl)c2)CC1,7.0
CC(C)(C)C(=O)NCCCCN1CCN(c2ccccc2)CC1,6.5
CC(C)(C)C(=O)NCCCCN1CCN(c2ccccc2Cl)CC1,7.1
CC(C)(C)C(=O)NCCCCN1CCN2c3ccc(Cl)cc3CCC2C1,7.2
CC(C)(C)C(=O)NCCCN1CCN(c2ccc(Cl)cc2)CC1,6.7
CC(C)(C)C(=O)NCCN1CC=C(c2cccc(C(F)(F)F)n2)CC1,8.54
CC(C)(C)C(=O)NCCN1CCC(c2cccc(C(F)(F)F)n2)CC1,8.1
CC(C)(C)C(=O)NCCN1CCN(c2ccc(Cl)cc2)CC1,7.6
CC(C)(C)NC(=O)Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2ccccc21,8.1
CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,6.73
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,6.115
CC(C)(C)c1ccc(N2CCN(Cc3ccc4ccc(=O)oc4c3)CC2)cc1,6.64
CC(C)(C)c1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1,7.7
CC(C)=C1c2ccc(Cl)cc2C=C(N2CCN(C)CC2)c2ccccc21,6.03
CC(C)=C1c2ccccc2C=C(C2=CCN(C)CC2)c2cc(Cl)ccc21,7.0
