inchikey,smiles,bound,relation,implied_label
ZSTKHSQDNIGFLM-UHFFFAOYSA-N,COc1ccc2[nH]cc(CCN(C)C)c2c1,6.301029995663981,<,1
KZQOCWOKAUPQDB-UHFFFAOYSA-N,O=C(NCC1CCC(F)(F)CC1)c1ccc(C#Cc2ccccc2F)cc1,7.0,<,1
GSDNNLIVWVIZKK-KRWDZBQOSA-N,O=C(NC[C@@H]1CCOC1)c1ccc(C#Cc2ccc(F)cc2)cc1,7.0,<,1
QSFWAUSIZVVKBX-HNNXBMFYSA-N,O=C(NC[C@@H]1CCOC1)c1ccc(C#Cc2ccc(F)cc2F)cc1,7.0,<,1
BAMFOWIBQDBXHL-UHFFFAOYSA-N,O=C(NCC1CC(F)(F)C1)c1ccc(C#Cc2ccc(F)cc2F)cc1,7.0,<,1
WQHFZZJVUCQGJY-UHFFFAOYSA-N,O=C(NCCC1CCOCC1)c1ccc(C#Cc2ccc(F)cc2F)cc1,7.0,<,1
UXTPWMGDBKRHQC-UHFFFAOYSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2ccccn2)C2CCN(C)CC2)cc1,8.0,<,1
VRNUNIGKMGDJJK-UHFFFAOYSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2cccnc2)C2CCN(C)CC2)cc1,7.0,>,-1
LVRLTRCYPPEDBZ-UHFFFAOYSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2ccncc2)C2CCN(C)CC2)cc1,7.0,>,-1
KZAAESQVSREAQR-UHFFFAOYSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2cncnc2)C2CCN(C)CC2)cc1,7.0,>,-1
BKTVUNBWQXVJSW-UHFFFAOYSA-N,COc1ccc(CN(C(=O)NCc2ccc(OCC(C)C)cc2)C2CCN(C)CC2)nc1,8.0,<,1
GJGJPQXDSCFRCH-UHFFFAOYSA-N,Cc1ccc(CN(C(=O)NCc2ccc(OCC(C)C)cc2)C2CCN(C)CC2)nc1,8.0,<,1
BKQXAIWOMSDZGY-UHFFFAOYSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2ncc(F)cc2Cl)C2CCN(C)CC2)cc1,7.0,>,-1
UIDHOJOSTPSITG-UHFFFAOYSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2cn(C)cn2)C2CCN(C)CC2)cc1,8.0,<,1
RTKOEICOSPJBQY-UHFFFAOYSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2ccn(C)c2)C2CCN(C)CC2)cc1,8.0,<,1
PIHPFLATLIGUAP-UHFFFAOYSA-N,Cc1csc(CN(C(=O)NCc2ccc(OCC(C)C)cc2)C2CCN(C)CC2)c1,8.0,<,1
KCVZHQVUDBZJAP-UHFFFAOYSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2ncco2)C2CCN(C)CC2)cc1,7.0,>,-1
ZZOWTQXOBWYWMW-UHFFFAOYSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2cccc3ccncc23)C2CCN(C)CC2)cc1,7.0,>,-1
UXXLYNFVVYUHQB-UHFFFAOYSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2cccc3cccnc23)C2CCN(C)CC2)cc1,8.0,<,1
FPGIWIKXPQUPSY-UHFFFAOYSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2cccc3cc[nH]c23)C2CCN(C)CC2)cc1,8.0,<,1
KJDMYSQHMUGNEZ-UHFFFAOYSA-N,CCCOc1ccc(CNC(=O)N(Cc2ccc(F)cn2)C2CCN(C)CC2)cc1,8.0,<,1
MFFWUTDXXDCBPF-UHFFFAOYSA-N,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OC(F)F)cc2)CC1,8.0,<,1
BPSHPSWTIJXILI-UHFFFAOYSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cn2)C2CCN(C)CC2(F)F)cc1,8.0,<,1
GWOGXDIRRJDHMT-BJKOFHAPSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cn2)[C@@H]2CCN3CCC[C@H]3C2)cc1,8.0,<,1
KSUJAUJCXHKBOR-ZWKOTPCHSA-N,O=C(NCc1ccc(OC(F)F)cc1)N(Cc1ccc(F)cn1)[C@@H]1CCNC[C@@H]1F,8.0,<,1
DGHDMWYXYQSLON-RBUKOAKNSA-N,CN1CC[C@@H](N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OC(F)F)cc2)[C@@H](F)C1,8.0,<,1
ZFBKJFMKDYQXOV-LEWJYISDSA-N,CCCOc1ccc(CNC(=O)N(Cc2ccc(F)cn2)[C@@H]2CCNC[C@@H]2F)cc1,8.0,<,1
